10015045;373044930;219835025;177123098;157062074;143755571;133340034;121144970;119301334;85219118;78543018;64669608;64231904;50390508;48707187;36175307;32879395;30291441
15047022;222992348;219835025;170442516;153379107;152037974;88181434;68546752;65027270;64669608;49116069;42571043;40588432;27233803;25641826;22745352;20437464
16235285;373044930;170442516;169309043;153502301;118823531;88181434;76810177;64669608;60123607;59477024;55856417;44311302;32536801;25641826
20437464;373044930;222992348;219835025;170442516;153379107;118823531;88181434;68546752;65027270;64669608;60123607;59477024;49116069;42571043;40588432;27233803;25641826;23769652;22745352;15047022
22745352;373044930;222992348;219835025;170442516;153379107;88181434;68546752;65027270;64669608;49116069;42571043;40588432;27233803;25641826;20437464;15047022
23769652;373044930;222490251;219835025;169309043;153502301;147115188;143755571;127100803;118823531;76810177;60123607;59477024;55856417;44311302;40588432;25641826;20437464
25641826;373044930;311110299;219835025;183167058;170442516;169309043;153502301;147115188;143755571;140962408;127100803;118823531;95350384;88181434;85219118;82892660;76810177;68546752;65027270;64669608;64231904;60123607;59477024;55856417;49116069;44311302;42571043;27233803;23769652;22745352;20437464;16235285;15047022
27233803;222992348;219835025;153379107;88181434;70929522;65027270;64669608;59477024;49116069;42571043;40588432;25641826;22745352;20437464;15047022
27438068;152037974;147651116;65027270
27848472;91655423;85851300;74364907
30291441;177123098;143755571;137784015;133340034;127100803;121144970;119301334;85219118;64669608;64231904;36175307;32879395;10015045
32536801;373044930;222490251;157062074;153502301;140962408;118823531;95350384;85219118;82892660;68546752;64669608;64231904;59477024;48707187;44311302;32879395;16235285
32879395;373044930;219835025;177123098;157062074;143755571;140962408;137784015;133340034;127100803;121144970;119301334;95350384;85219118;82892660;64669608;64231904;50390508;48707187;44311302;32536801;30291441;10015045
33616027;523994284;469524302;253881472;171314257;138855236;34168972
34168972;171314257;138855236;33616027
36175307;373044930;177123098;143755571;121144970;119301334;85219118;82892660;78543018;68546752;64669608;64231904;59477024;50390508;48707187;30291441;10015045
36919882;222690656;185296574;91655423;85851300;74364907;71729572;69500307
38466174
40588432;373044930;222992348;219835025;153379107;143755571;118823531;88181434;65027270;64669608;59477024;49116069;42571043;27233803;23769652;22745352;20437464;15047022
40636884;64669608;64231904
42571043;222992348;219835025;153379107;147115188;88181434;68546752;65027270;64669608;59477024;49116069;40588432;27233803;25641826;22745352;20437464;15047022
44311302;373044930;311110299;222490251;219835025;170442516;157062074;153502301;147115188;143755571;140962408;137784015;127100803;118823531;95350384;88181434;85219118;82892660;76810177;68546752;65027270;64669608;64231904;60123607;59477024;55934396;55856417;48707187;32879395;32536801;25641826;23769652;16235285
48707187;526224154;373044930;177123098;157062074;143755571;140962408;137784015;133340034;127100803;119301334;118823531;95350384;85219118;82892660;76810177;68546752;64669608;64231904;59477024;50390508;44311302;36175307;32879395;32536801;10015045
